res/rcll-1-robots/0/cope__eps_500__disp_true__dispThreshold_0.25.log,,,,,,,2,,
res/rcll-1-robots/0/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.51,924,302,898,0,,
res/rcll-1-robots/0/cope__eps_50__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.37,1150,437,1157,0,,
res/rcll-1-robots/0/cope__eps_50__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.66,1150,437,1157,0,,
res/rcll-1-robots/0/cope__eps_50__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.72,1150,437,1157,0,,
res/rcll-1-robots/10/cope__eps_1000__disp_false.log,;;;; Solution Found,,1.21,2018,756,2036,123.559,0.058582,0.756
res/rcll-1-robots/10/cope__eps_1000__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,4.55,6008,2934,6062,0,,
res/rcll-1-robots/10/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.93,2567,1174,2585,126.848,0.299269,1.174
res/rcll-1-robots/10/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.95,2567,1174,2585,126.848,0.282164,1.174
res/rcll-1-robots/10/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.45,1465,525,1445,0,,
res/rcll-1-robots/10/cope__eps_100__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.04,3058,1413,3095,0,,
res/rcll-1-robots/10/cope__eps_100__disp_true__dispThreshold_0.1.log,,,,,,,26,,
res/rcll-1-robots/10/cope__eps_100__disp_true__dispThreshold_0.25.log,,,,,,,13,,
res/rcll-1-robots/10/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.20,316,66,279,0,,
res/rcll-1-robots/10/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.17,316,66,279,0,,
res/rcll-1-robots/10/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.10,316,66,279,0,,
res/rcll-1-robots/10/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.10,316,66,279,0,,
res/rcll-1-robots/10/cope__eps_200__disp_false.log,;;;; Solution Found,,1.25,1966,667,1978,124.109,0.047709,3.335
res/rcll-1-robots/10/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.34,3405,1494,3436,128.664,0.11061,7.470
res/rcll-1-robots/10/cope__eps_200__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,2.52,3405,1494,3436,128.664,0.183715,7.470
res/rcll-1-robots/10/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.38,3405,1494,3436,128.664,0.10848,7.470
res/rcll-1-robots/10/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.12,478,117,449,0,,
res/rcll-1-robots/10/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.16,478,117,449,0,,
res/rcll-1-robots/10/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.28,478,117,449,0,,
res/rcll-1-robots/10/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.28,478,117,449,0,,
res/rcll-1-robots/10/cope__eps_300__disp_false.log,;;;; Solution Found,,1.47,2619,987,2648,128.708,0.121344,3.290
res/rcll-1-robots/10/cope__eps_300__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,2.31,3458,1531,3477,0,,
res/rcll-1-robots/10/cope__eps_300__disp_true__dispThreshold_0.1.log,,,,,,,23,,
res/rcll-1-robots/10/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,129.78,33440,14832,33465,1162.11,105.492,49.440
res/rcll-1-robots/10/cope__eps_500__disp_false.log,;;;; Solution Found,,3.54,4763,1556,4796,131.761,0.593124,3.112
res/rcll-1-robots/10/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.82,2247,1048,2265,133.007,0.035832,2.096
res/rcll-1-robots/10/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.86,2404,1082,2422,123.405,0.043825,2.164
res/rcll-1-robots/10/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,2.25,3059,1452,3082,123.805,0.278547,2.904
res/rcll-1-robots/10/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.26,832,270,806,0,,
res/rcll-1-robots/10/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,18,,
res/rcll-1-robots/10/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,16,,
res/rcll-1-robots/10/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,16,,
res/rcll-1-robots/11/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.51,904,212,904,118.73,0.012046,0.212
res/rcll-1-robots/11/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.53,904,212,904,118.73,0.014907,0.212
res/rcll-1-robots/11/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.56,904,212,904,118.73,0.015856,0.212
res/rcll-1-robots/11/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.52,904,212,904,118.73,0.014872,0.212
res/rcll-1-robots/11/cope__eps_100__disp_false.log,;;;; Solution Found,,0.68,1113,310,1115,129.132,0.016878,3.100
res/rcll-1-robots/11/cope__eps_100__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.78,1302,329,1302,1120.52,0.020872,3.290
res/rcll-1-robots/11/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.70,1113,310,1115,129.132,0.016884,3.100
res/rcll-1-robots/11/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.36,1113,310,1115,129.132,0.008966,3.100
res/rcll-1-robots/11/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.21,323,66,291,0,,
res/rcll-1-robots/11/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.18,323,66,291,0,,
res/rcll-1-robots/11/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.19,323,66,291,0,,
res/rcll-1-robots/11/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.20,323,66,291,0,,
res/rcll-1-robots/11/cope__eps_200__disp_false.log,;;;; Solution Found,,1.43,2165,660,2167,121.818,0.07753,3.300
res/rcll-1-robots/11/cope__eps_200__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.77,2822,1021,2832,0,,
res/rcll-1-robots/11/cope__eps_200__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,2.17,3473,1246,3489,0,,
res/rcll-1-robots/11/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.93,1514,444,1516,1120.01,0.030828,2.220
res/rcll-1-robots/11/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.28,481,117,446,0,,
res/rcll-1-robots/11/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.28,481,117,446,0,,
res/rcll-1-robots/11/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.26,481,117,446,0,,
res/rcll-1-robots/11/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.14,481,117,446,0,,
res/rcll-1-robots/11/cope__eps_300__disp_false.log,;;;; Solution Found,,0.30,904,212,904,119.225,0.007955,0.707
res/rcll-1-robots/11/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.56,904,212,904,119.188,0.012922,0.707
res/rcll-1-robots/11/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.35,904,212,904,119.225,0.004968,0.707
res/rcll-1-robots/11/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.28,904,212,904,119.225,0.007965,0.707
res/rcll-1-robots/11/cope__eps_500__disp_false.log,;;;; Solution Found,,0.50,904,212,904,118.942,0.013904,0.424
res/rcll-1-robots/11/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.56,904,212,904,118.942,0.017859,0.424
res/rcll-1-robots/11/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.59,904,212,904,118.942,0.013899,0.424
res/rcll-1-robots/11/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.53,904,212,904,118.942,0.017805,0.424
res/rcll-1-robots/11/cope__eps_50__disp_false.log,;;;; Solution Found,,0.38,941,228,941,123.078,0.002983,4.560
res/rcll-1-robots/11/cope__eps_50__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.56,942,238,942,122.538,0.006214,4.760
res/rcll-1-robots/11/cope__eps_50__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.31,942,238,942,122.538,0.005669,4.760
res/rcll-1-robots/11/cope__eps_50__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.51,942,238,942,122.538,0.005966,4.760
res/rcll-1-robots/12/cope__eps_1000__disp_false.log,;;;; Solution Found,,1.38,2325,903,2343,114.691,0.049662,0.903
res/rcll-1-robots/12/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.38,2325,903,2343,114.691,0.045659,0.903
res/rcll-1-robots/12/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.25,2325,903,2343,114.691,0.046638,0.903
res/rcll-1-robots/12/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.50,2325,903,2343,114.691,0.057636,0.903
res/rcll-1-robots/12/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.52,1561,558,1530,0,,
res/rcll-1-robots/12/cope__eps_100__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.39,2280,933,2288,0,,
res/rcll-1-robots/12/cope__eps_100__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.61,2597,1116,2606,0,,
res/rcll-1-robots/12/cope__eps_100__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.84,2462,981,2472,0,,
res/rcll-1-robots/12/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.18,301,69,270,0,,
res/rcll-1-robots/12/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.18,301,69,270,0,,
res/rcll-1-robots/12/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.20,301,69,270,0,,
res/rcll-1-robots/12/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.18,301,69,270,0,,
res/rcll-1-robots/12/cope__eps_200__disp_false.log,,;;;; Problem Unsolvable,0.83,3497,1175,3314,0,,
res/rcll-1-robots/12/cope__eps_200__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.33,2073,935,2080,0,,
res/rcll-1-robots/12/cope__eps_200__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.47,2346,1129,2372,0,,
res/rcll-1-robots/12/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.88,6713,3016,6792,1136.78,0.132572,15.080
res/rcll-1-robots/12/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.28,440,123,408,0,,
res/rcll-1-robots/12/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.26,440,123,408,0,,
res/rcll-1-robots/12/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.26,440,123,408,0,,
res/rcll-1-robots/12/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.28,440,123,408,0,,
res/rcll-1-robots/12/cope__eps_300__disp_false.log,;;;; Solution Found,,0.90,2690,999,2709,114.245,0.032838,3.330
res/rcll-1-robots/12/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,13.67,22215,8476,22239,1124.23,6.94919,28.254
res/rcll-1-robots/12/cope__eps_300__disp_true__dispThreshold_0.1.log,,,,,,,21,,
res/rcll-1-robots/12/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.82,2804,1180,2822,115.458,0.069139,3.934
res/rcll-1-robots/12/cope__eps_500__disp_false.log,;;;; Solution Found,,2.69,4240,1530,4258,117.472,0.157839,3.060
res/rcll-1-robots/12/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.26,3340,1610,3358,115.806,0.105568,3.220
res/rcll-1-robots/12/cope__eps_500__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.51,2475,1228,2494,0,,
res/rcll-1-robots/12/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,15.44,11703,3744,11751,1178.22,4.23537,7.488
res/rcll-1-robots/12/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.45,821,285,789,0,,
res/rcll-1-robots/12/cope__eps_50__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.10,1753,679,1760,0,,
res/rcll-1-robots/12/cope__eps_50__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.12,1753,679,1760,0,,
res/rcll-1-robots/12/cope__eps_50__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,1.75,2870,1245,2887,0,,
res/rcll-1-robots/13/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.34,1022,343,1040,108.155,0.006917,0.343
res/rcll-1-robots/13/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.63,1022,343,1040,108.155,0.011571,0.343
res/rcll-1-robots/13/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.56,1022,343,1040,108.155,0.012429,0.343
res/rcll-1-robots/13/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.34,1022,343,1040,108.155,0.009613,0.343
res/rcll-1-robots/13/cope__eps_100__disp_false.log,;;;; Solution Found,,1.05,1669,590,1715,113.712,0.020841,5.900
res/rcll-1-robots/13/cope__eps_100__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.83,2669,1139,2706,0,,
res/rcll-1-robots/13/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.74,2480,971,2529,133.461,0.086528,9.710
res/rcll-1-robots/13/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.99,2480,971,2529,133.461,0.043979,9.710
res/rcll-1-robots/13/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.11,328,77,300,0,,
res/rcll-1-robots/13/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.21,328,77,300,0,,
res/rcll-1-robots/13/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.11,328,77,300,0,,
res/rcll-1-robots/13/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.22,328,77,300,0,,
res/rcll-1-robots/13/cope__eps_200__disp_false.log,;;;; Solution Found,,0.94,2476,840,2508,112.012,0.046802,4.200
res/rcll-1-robots/13/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.47,2288,970,2324,136.765,0.08234,4.850
res/rcll-1-robots/13/cope__eps_200__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.65,2607,1036,2637,129.319,0.093351,5.180
res/rcll-1-robots/13/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,6.22,6967,2251,7001,133.408,0.303779,11.255
res/rcll-1-robots/13/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.12,450,139,427,0,,
res/rcll-1-robots/13/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.63,1033,464,1054,0,,
res/rcll-1-robots/13/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.33,1033,464,1054,0,,
res/rcll-1-robots/13/cope__eps_20__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.59,1727,776,1747,120.986,0.009957,38.800
res/rcll-1-robots/13/cope__eps_300__disp_false.log,;;;; Solution Found,,0.65,1046,350,1064,108.979,0.014647,1.167
res/rcll-1-robots/13/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.36,1031,345,1049,108.816,0.014934,1.150
res/rcll-1-robots/13/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.34,1031,345,1049,108.816,0.010092,1.150
res/rcll-1-robots/13/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.35,1046,350,1064,108.979,0.008149,1.167
res/rcll-1-robots/13/cope__eps_500__disp_false.log,;;;; Solution Found,,0.60,1022,343,1040,108.498,0.018158,0.686
res/rcll-1-robots/13/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.61,1022,343,1040,108.498,0.018431,0.686
res/rcll-1-robots/13/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.62,1022,343,1040,108.498,0.014444,0.686
res/rcll-1-robots/13/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.61,1022,343,1040,108.498,0.013392,0.686
res/rcll-1-robots/13/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.33,1049,326,1026,0,,
res/rcll-1-robots/13/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,23,,
res/rcll-1-robots/13/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,6,,
res/rcll-1-robots/13/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,6,,
res/rcll-1-robots/14/cope__eps_1000__disp_false.log,;;;; Solution Found,,2.99,4503,1954,4557,123.638,0.119551,1.954
res/rcll-1-robots/14/cope__eps_1000__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,3.18,4834,2320,4889,0,,
res/rcll-1-robots/14/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,4.41,6107,3002,6192,143.587,0.31137,3.002
res/rcll-1-robots/14/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,3.11,4549,2073,4603,123.685,0.26434,2.073
res/rcll-1-robots/14/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.90,1452,562,1435,0,,
res/rcll-1-robots/14/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,24,,
res/rcll-1-robots/14/cope__eps_100__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.84,3187,1368,3227,0,,
res/rcll-1-robots/14/cope__eps_100__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,2.36,3450,1546,3496,0,,
res/rcll-1-robots/14/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.20,311,70,278,0,,
res/rcll-1-robots/14/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.19,311,70,278,0,,
res/rcll-1-robots/14/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.11,311,70,278,0,,
res/rcll-1-robots/14/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.19,311,70,278,0,,
res/rcll-1-robots/14/cope__eps_200__disp_false.log,,;;;; Problem Unsolvable,1.52,3166,1117,3121,0,,
res/rcll-1-robots/14/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,303.79,48052,14998,48114,1198.33,218.918,74.990
res/rcll-1-robots/14/cope__eps_200__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,287.58,48052,14998,48114,1198.33,210.8,74.990
res/rcll-1-robots/14/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,304.74,48710,15207,48772,1199.38,219.275,76.035
res/rcll-1-robots/14/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.27,448,124,420,0,,
res/rcll-1-robots/14/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.53,744,343,751,0,,
res/rcll-1-robots/14/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.46,744,343,751,0,,
res/rcll-1-robots/14/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.27,744,343,751,0,,
res/rcll-1-robots/14/cope__eps_300__disp_false.log,,;;;; Problem Unsolvable,2.41,4278,1658,4252,0,,
res/rcll-1-robots/14/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,6.15,8170,3160,8230,1133.88,0.600461,10.534
res/rcll-1-robots/14/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,6.22,8170,3160,8230,1133.88,0.59739,10.534
res/rcll-1-robots/14/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,3.27,8170,3160,8230,1133.88,0.306587,10.534
res/rcll-1-robots/14/cope__eps_500__disp_false.log,;;;; Solution Found,,1.02,3963,1700,3993,125.084,0.045825,3.400
res/rcll-1-robots/14/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,2.82,4207,1745,4227,122.486,0.303007,3.490
res/rcll-1-robots/14/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,2.36,3461,1630,3503,143.888,0.181046,3.260
res/rcll-1-robots/14/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,2.50,3903,1870,3945,123.886,0.169038,3.740
res/rcll-1-robots/14/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.50,818,287,795,0,,
res/rcll-1-robots/14/cope__eps_50__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.91,2535,1271,2548,0,,
res/rcll-1-robots/14/cope__eps_50__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.53,2805,1260,2824,133.45,0.034438,25.200
res/rcll-1-robots/14/cope__eps_50__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.72,2104,958,2123,0,,
res/rcll-1-robots/15/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.52,803,230,809,109.215,0.009948,0.230
res/rcll-1-robots/15/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.46,803,230,809,109.215,0.011815,0.230
res/rcll-1-robots/15/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.26,803,230,809,109.215,0.005975,0.230
res/rcll-1-robots/15/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.27,803,230,809,109.215,0.006974,0.230
res/rcll-1-robots/15/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.59,1724,634,1694,0,,
res/rcll-1-robots/15/cope__eps_100__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.40,1314,476,1321,0,,
res/rcll-1-robots/15/cope__eps_100__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.08,3917,1668,3938,0,,
res/rcll-1-robots/15/cope__eps_100__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,2.54,3917,1668,3938,0,,
res/rcll-1-robots/15/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.21,365,77,332,0,,
res/rcll-1-robots/15/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.21,365,77,332,0,,
res/rcll-1-robots/15/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.22,365,77,332,0,,
res/rcll-1-robots/15/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.11,365,77,332,0,,
res/rcll-1-robots/15/cope__eps_200__disp_false.log,;;;; Solution Found,,0.99,2668,772,2681,123.835,0.077662,3.860
res/rcll-1-robots/15/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.58,2537,971,2555,129.992,0.068498,4.855
res/rcll-1-robots/15/cope__eps_200__disp_true__dispThreshold_0.1.log,,,,,,,,,
